age,job,marital,education,default,balance,housing,loan,subscribe
preold,management,divorced,tertiary,no,soso,yes,no,no
young,student,single,tertiary,no,soso,no,no,yes
middle,blue-collar,married,secondary,no,ok,no,no,yes
middle,technician,divorced,secondary,no,soso,yes,no,yes
preold,technician,married,secondary,no,soso,no,no,yes
old,admin.,divorced,secondary,no,soso,no,no,no
preold,management,married,tertiary,no,soso,no,no,yes
middle,management,single,tertiary,no,soso,yes,no,no
middle,services,single,secondary,no,soso,no,no,yes
middle,technician,married,tertiary,no,soso,yes,yes,no
middle,entrepreneur,single,secondary,no,good,yes,no,no
middle,admin.,single,secondary,no,soso,yes,no,yes
young,student,single,unknown,no,soso,no,no,no
middle,technician,single,tertiary,no,soso,yes,no,yes
young,services,single,secondary,no,soso,yes,no,no
preold,admin.,married,secondary,no,soso,no,no,no
young,services,single,secondary,no,soso,yes,yes,no
middle,blue-collar,married,primary,no,bad,yes,no,no
middle,admin.,married,tertiary,no,soso,no,no,yes
young,blue-collar,single,tertiary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,no,no,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
preold,unemployed,married,secondary,no,soso,no,no,no
middle,admin.,married,tertiary,no,soso,no,yes,no
young,admin.,single,tertiary,no,soso,yes,no,no
old,housemaid,married,primary,no,soso,no,no,no
old,technician,married,secondary,no,soso,no,no,yes
middle,technician,married,secondary,no,soso,yes,no,yes
young,services,single,tertiary,no,ok,yes,no,no
middle,services,married,secondary,no,ok,no,no,no
middle,student,single,tertiary,no,soso,no,no,no
young,management,single,tertiary,no,soso,no,no,no
preold,services,married,tertiary,no,soso,no,no,no
middle,technician,married,secondary,no,soso,no,no,yes
middle,unemployed,married,secondary,no,soso,yes,no,no
middle,services,single,secondary,no,soso,yes,no,yes
old,retired,married,unknown,no,soso,no,no,no
preold,admin.,single,secondary,no,soso,no,no,no
middle,student,single,tertiary,no,soso,no,no,yes
middle,blue-collar,married,secondary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,yes
young,student,single,secondary,no,soso,no,no,no
preold,management,divorced,tertiary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,technician,single,secondary,no,ok,yes,no,no
young,admin.,single,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
young,blue-collar,married,primary,no,bad,yes,no,no
preold,management,married,secondary,no,soso,no,no,no
middle,management,single,tertiary,no,ok,no,no,no
middle,management,single,tertiary,no,ok,no,no,no
young,admin.,single,secondary,no,soso,no,yes,no
middle,admin.,married,tertiary,no,soso,no,no,no
middle,admin.,married,secondary,no,ok,no,no,no
young,management,married,tertiary,no,soso,no,no,no
young,management,single,tertiary,no,soso,yes,no,no
young,student,single,secondary,no,soso,no,no,no
middle,management,single,tertiary,no,soso,no,no,no
preold,management,married,tertiary,no,soso,no,no,no
middle,management,married,tertiary,no,soso,no,no,no
preold,retired,divorced,primary,no,soso,no,no,no
young,student,single,secondary,no,soso,yes,no,no
young,self-employed,single,tertiary,no,soso,no,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,yes
middle,services,married,secondary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,no
middle,self-employed,married,secondary,no,soso,no,no,no
middle,blue-collar,married,secondary,no,bad,yes,yes,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,self-employed,married,secondary,no,soso,yes,yes,yes
middle,blue-collar,married,secondary,no,soso,yes,no,no
young,student,single,unknown,no,ok,no,no,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
middle,unemployed,single,secondary,no,soso,yes,no,no
middle,admin.,married,tertiary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,no,no,no
middle,management,single,tertiary,no,ok,no,no,no
middle,management,married,tertiary,no,soso,yes,yes,no
young,student,single,primary,no,soso,no,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
preold,technician,married,secondary,no,soso,no,no,yes
middle,management,married,tertiary,no,soso,yes,no,yes
middle,services,married,secondary,no,soso,yes,no,no
middle,unemployed,single,tertiary,no,soso,no,no,no
middle,blue-collar,married,primary,no,ok,yes,yes,no
young,management,single,tertiary,no,soso,no,yes,no
middle,management,divorced,tertiary,no,ok,yes,no,yes
middle,management,single,tertiary,no,soso,no,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,entrepreneur,single,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,no,no,no
preold,technician,married,tertiary,no,soso,no,no,yes
middle,management,married,tertiary,no,soso,no,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,no,no,no
preold,self-employed,married,tertiary,no,soso,yes,no,no
middle,self-employed,married,tertiary,no,soso,no,no,yes
middle,technician,married,secondary,no,soso,yes,no,yes
middle,management,married,tertiary,no,soso,yes,no,no
young,blue-collar,single,primary,no,soso,no,no,no
preold,technician,married,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,self-employed,divorced,tertiary,no,soso,no,no,yes
middle,management,single,tertiary,no,soso,yes,no,no
preold,unemployed,married,secondary,no,soso,no,no,no
middle,self-employed,married,unknown,no,soso,yes,no,yes
middle,management,single,tertiary,no,soso,yes,no,yes
preold,management,married,unknown,no,soso,no,no,no
young,admin.,single,secondary,no,soso,no,no,no
middle,technician,single,secondary,no,soso,yes,no,no
preold,technician,married,secondary,no,soso,no,no,no
preold,blue-collar,married,primary,no,soso,yes,no,yes
middle,blue-collar,married,secondary,no,soso,no,no,no
young,blue-collar,single,secondary,no,soso,yes,no,no
middle,technician,married,tertiary,no,soso,yes,no,yes
young,student,single,tertiary,no,soso,no,no,no
middle,admin.,single,secondary,no,soso,no,no,no
middle,self-employed,single,tertiary,no,soso,no,no,no
middle,blue-collar,married,primary,yes,bad,yes,no,no
preold,technician,single,secondary,no,soso,no,yes,no
middle,entrepreneur,married,tertiary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,no,no,yes
young,blue-collar,married,primary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,no,no,no
middle,management,single,tertiary,no,soso,yes,no,yes
middle,management,single,tertiary,no,soso,no,no,yes
old,management,married,unknown,no,soso,no,no,yes
middle,management,married,secondary,no,soso,yes,no,no
preold,retired,married,primary,no,ok,no,no,yes
preold,retired,married,tertiary,no,soso,no,no,no
middle,management,married,tertiary,no,ok,no,no,yes
middle,technician,married,secondary,no,soso,no,no,no
young,blue-collar,single,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,yes
middle,admin.,married,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,ok,yes,no,yes
middle,management,single,tertiary,no,soso,yes,no,no
middle,entrepreneur,married,secondary,no,soso,no,no,no
young,student,single,unknown,no,soso,no,no,no
young,technician,single,secondary,no,soso,yes,no,yes
preold,management,married,tertiary,no,soso,no,no,no
middle,student,single,unknown,no,soso,no,no,yes
preold,management,single,tertiary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,no,no,no
preold,technician,single,tertiary,no,soso,no,no,no
middle,management,married,tertiary,no,soso,no,no,no
middle,unemployed,married,secondary,no,soso,no,no,no
middle,management,married,tertiary,no,soso,yes,yes,no
young,management,single,tertiary,no,ok,no,no,yes
preold,management,divorced,tertiary,no,soso,no,no,no
young,student,single,secondary,no,soso,no,no,yes
young,unemployed,married,secondary,no,soso,no,no,no
middle,blue-collar,married,secondary,no,soso,no,no,no
middle,technician,married,tertiary,no,ok,yes,no,no
young,student,single,secondary,no,soso,no,no,no
middle,entrepreneur,married,secondary,no,soso,no,no,yes
preold,technician,married,tertiary,no,soso,no,no,no
middle,management,single,tertiary,no,soso,no,no,no
middle,admin.,single,secondary,no,soso,no,no,no
middle,management,married,tertiary,no,soso,yes,no,no
young,admin.,single,unknown,no,soso,no,no,no
middle,technician,married,tertiary,no,soso,no,no,yes
middle,management,single,tertiary,no,soso,no,no,no
middle,services,single,secondary,no,soso,yes,yes,yes
middle,management,married,secondary,no,soso,no,no,no
young,student,married,tertiary,no,soso,yes,yes,no
middle,blue-collar,married,primary,no,soso,yes,no,no
young,technician,single,secondary,no,ok,yes,no,no
young,management,single,tertiary,no,soso,no,no,no
middle,technician,divorced,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,no,no,yes
preold,blue-collar,married,secondary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,no,no,no
middle,management,married,tertiary,no,ok,yes,no,no
young,student,single,secondary,no,soso,no,no,no
middle,management,single,secondary,no,soso,no,no,no
middle,admin.,married,secondary,no,soso,yes,yes,no
middle,technician,single,tertiary,no,soso,no,no,no
young,management,single,secondary,no,soso,no,yes,yes
preold,management,married,tertiary,no,soso,no,no,no
preold,retired,divorced,secondary,no,soso,no,no,yes
middle,student,married,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,no,no,no
young,student,single,secondary,no,soso,no,no,no
old,management,married,tertiary,no,ok,no,no,no
preold,management,married,unknown,no,soso,no,no,no
young,blue-collar,married,secondary,no,soso,yes,no,yes
middle,management,single,tertiary,no,soso,yes,no,no
young,blue-collar,single,secondary,no,soso,yes,yes,no
preold,blue-collar,married,primary,no,ok,yes,no,no
preold,admin.,married,primary,no,soso,yes,no,no
middle,blue-collar,divorced,secondary,no,soso,no,no,no
preold,admin.,single,secondary,no,soso,yes,no,no
middle,unemployed,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,ok,yes,no,yes
middle,admin.,divorced,secondary,no,soso,yes,yes,no
middle,management,single,tertiary,no,soso,no,no,no
young,unemployed,married,secondary,no,soso,yes,no,no
preold,services,married,secondary,no,soso,yes,no,no
young,blue-collar,single,secondary,no,bad,yes,yes,no
middle,services,married,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,management,married,primary,no,soso,yes,no,no
middle,blue-collar,single,secondary,yes,bad,yes,no,no
middle,technician,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
young,blue-collar,married,primary,no,soso,yes,no,no
preold,technician,married,tertiary,no,bad,yes,no,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
middle,entrepreneur,married,primary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,good,no,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
middle,student,single,tertiary,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
preold,management,single,secondary,no,bad,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,entrepreneur,married,secondary,no,soso,yes,yes,no
preold,management,married,primary,no,soso,yes,no,no
middle,technician,single,tertiary,no,soso,yes,no,no
young,technician,married,secondary,no,soso,yes,yes,no
young,management,single,tertiary,no,soso,yes,no,no
preold,entrepreneur,married,secondary,no,soso,yes,no,no
young,services,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
young,unemployed,married,tertiary,no,soso,yes,no,no
young,services,single,secondary,no,bad,yes,no,no
middle,technician,married,secondary,no,soso,yes,yes,no
young,admin.,single,secondary,no,soso,yes,no,no
young,services,single,secondary,no,soso,yes,no,no
young,management,single,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,management,divorced,tertiary,yes,soso,yes,yes,no
preold,blue-collar,divorced,secondary,no,soso,yes,yes,no
young,technician,single,tertiary,no,soso,no,no,no
middle,management,single,tertiary,no,soso,yes,yes,no
middle,management,single,tertiary,no,soso,yes,no,no
preold,entrepreneur,divorced,tertiary,no,soso,yes,no,no
middle,services,divorced,secondary,no,ok,yes,yes,no
middle,self-employed,single,tertiary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,yes,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
preold,admin.,married,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,bad,yes,no,no
young,housemaid,single,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
preold,management,divorced,tertiary,no,soso,yes,no,no
preold,self-employed,married,primary,no,soso,no,no,no
middle,admin.,divorced,secondary,no,soso,yes,yes,no
young,admin.,single,secondary,no,bad,yes,no,no
preold,admin.,single,tertiary,no,soso,yes,no,yes
middle,blue-collar,single,secondary,no,soso,yes,yes,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,yes
middle,services,divorced,secondary,no,bad,yes,no,yes
middle,services,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
preold,technician,married,tertiary,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
preold,management,divorced,tertiary,no,soso,yes,no,no
middle,technician,single,unknown,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,student,single,secondary,no,soso,yes,no,yes
middle,admin.,single,secondary,no,soso,yes,no,no
preold,admin.,married,primary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,no,no,no
preold,admin.,married,secondary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
preold,self-employed,divorced,tertiary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,yes
middle,blue-collar,married,primary,no,soso,yes,no,no
preold,technician,divorced,secondary,no,soso,yes,yes,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
young,admin.,single,secondary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
preold,blue-collar,single,secondary,no,soso,yes,no,no
middle,technician,married,tertiary,no,soso,yes,yes,no
middle,management,single,tertiary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
preold,admin.,married,secondary,no,soso,yes,yes,yes
preold,blue-collar,married,primary,no,soso,no,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
young,management,married,tertiary,no,soso,yes,yes,no
middle,self-employed,single,tertiary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
middle,unemployed,married,secondary,no,soso,yes,yes,yes
young,blue-collar,single,secondary,no,soso,yes,no,no
preold,retired,divorced,tertiary,no,soso,yes,no,no
young,admin.,single,tertiary,no,soso,yes,no,no
preold,admin.,divorced,primary,no,soso,yes,no,no
preold,services,single,secondary,no,soso,yes,no,no
young,admin.,single,tertiary,no,soso,yes,no,no
young,student,single,secondary,no,soso,yes,no,no
young,student,single,secondary,no,soso,yes,no,no
young,management,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,yes,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
young,unemployed,single,secondary,no,soso,yes,no,no
middle,services,divorced,secondary,no,soso,yes,no,no
middle,services,single,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,yes
old,admin.,single,secondary,no,ok,no,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,management,married,secondary,no,soso,yes,no,no
young,blue-collar,single,secondary,no,bad,yes,yes,no
middle,admin.,married,secondary,no,soso,yes,yes,no
middle,technician,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,entrepreneur,married,tertiary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,blue-collar,divorced,secondary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,yes,no
middle,admin.,married,secondary,no,soso,yes,no,no
young,unemployed,single,secondary,no,bad,yes,no,no
middle,self-employed,married,tertiary,no,soso,yes,no,no
young,student,single,secondary,no,soso,no,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,services,single,secondary,no,soso,yes,no,no
young,technician,single,secondary,yes,bad,yes,no,no
middle,blue-collar,divorced,primary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,no,no,no
young,entrepreneur,single,secondary,no,soso,yes,yes,no
preold,admin.,married,primary,no,soso,yes,no,no
young,entrepreneur,single,secondary,no,soso,yes,yes,no
young,technician,single,secondary,no,soso,yes,no,no
young,technician,single,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,ok,yes,no,no
middle,blue-collar,single,primary,no,soso,yes,no,no
young,technician,single,secondary,no,soso,yes,no,no
young,technician,married,secondary,no,soso,yes,yes,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
middle,management,married,secondary,no,soso,no,no,no
young,technician,single,secondary,no,soso,yes,no,no
preold,retired,married,secondary,no,soso,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
middle,admin.,single,tertiary,no,soso,yes,no,no
middle,technician,single,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
preold,admin.,divorced,secondary,no,bad,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
young,services,married,secondary,no,soso,yes,no,no
young,technician,single,tertiary,no,soso,yes,yes,no
middle,housemaid,married,secondary,no,soso,yes,yes,no
middle,blue-collar,married,primary,no,soso,no,no,no
middle,management,married,tertiary,no,soso,yes,no,yes
young,self-employed,married,tertiary,no,soso,yes,yes,no
middle,blue-collar,divorced,secondary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,yes
middle,blue-collar,single,primary,no,soso,yes,no,yes
middle,management,married,tertiary,no,soso,yes,no,no
young,blue-collar,married,primary,no,soso,yes,no,no
preold,blue-collar,divorced,primary,no,soso,yes,no,no
preold,admin.,married,secondary,no,soso,yes,no,no
young,blue-collar,married,secondary,no,soso,no,no,no
young,entrepreneur,married,secondary,no,soso,yes,no,no
young,services,single,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,self-employed,single,tertiary,no,soso,yes,no,yes
middle,management,single,tertiary,no,ok,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
young,blue-collar,married,secondary,no,bad,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
preold,technician,married,secondary,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,bad,yes,no,no
middle,services,married,secondary,no,soso,yes,yes,no
middle,services,married,secondary,no,soso,yes,no,no
middle,services,single,secondary,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
middle,management,single,unknown,no,soso,yes,no,no
preold,entrepreneur,married,tertiary,no,soso,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
preold,admin.,single,secondary,no,bad,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,yes,no
middle,admin.,single,secondary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
middle,blue-collar,divorced,primary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,yes,no
middle,technician,divorced,tertiary,no,soso,no,no,no
middle,blue-collar,married,primary,no,bad,yes,no,no
middle,unemployed,married,secondary,no,soso,no,no,no
middle,management,single,tertiary,no,soso,yes,yes,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,self-employed,single,secondary,no,soso,no,no,no
middle,technician,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,bad,yes,no,no
middle,services,divorced,secondary,no,soso,yes,no,no
middle,management,married,secondary,no,bad,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
preold,technician,married,secondary,no,bad,yes,no,no
middle,services,single,secondary,no,soso,yes,no,no
middle,services,single,secondary,no,soso,yes,no,no
preold,admin.,divorced,secondary,no,soso,yes,no,no
middle,blue-collar,single,primary,no,soso,yes,no,no
preold,technician,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,bad,yes,yes,no
middle,services,divorced,secondary,no,bad,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
preold,entrepreneur,married,secondary,no,soso,yes,no,no
preold,technician,married,secondary,no,soso,no,no,no
middle,entrepreneur,married,tertiary,no,soso,no,no,no
preold,services,divorced,secondary,no,soso,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,no,no,no
middle,technician,married,secondary,no,soso,yes,no,no
middle,admin.,divorced,secondary,no,bad,yes,no,no
preold,services,married,primary,no,soso,yes,yes,no
middle,technician,divorced,secondary,no,soso,yes,no,no
preold,technician,single,secondary,no,bad,yes,no,no
middle,blue-collar,married,secondary,no,soso,no,no,no
middle,admin.,divorced,tertiary,no,bad,yes,no,no
young,management,single,tertiary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,no
preold,services,single,secondary,no,soso,yes,yes,no
middle,management,married,tertiary,no,soso,yes,no,yes
preold,admin.,married,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,bad,yes,no,yes
young,entrepreneur,single,tertiary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
young,student,single,secondary,no,soso,yes,no,no
preold,admin.,married,secondary,no,bad,yes,no,no
middle,technician,divorced,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,yes,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
preold,management,married,tertiary,no,ok,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
preold,services,married,secondary,no,bad,yes,yes,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
preold,admin.,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
preold,blue-collar,married,unknown,no,ok,yes,no,yes
middle,services,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,ok,yes,no,no
middle,management,married,tertiary,no,ok,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,admin.,single,tertiary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,ok,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,yes,no
middle,blue-collar,married,primary,no,ok,yes,no,no
middle,services,married,tertiary,no,soso,yes,no,no
middle,technician,divorced,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,yes,no
middle,housemaid,married,secondary,no,soso,yes,no,no
preold,management,married,unknown,no,soso,yes,no,no
middle,technician,single,secondary,no,bad,yes,yes,yes
young,student,single,secondary,no,soso,no,no,no
middle,services,divorced,secondary,no,soso,yes,no,no
preold,admin.,single,secondary,no,soso,yes,yes,no
preold,technician,single,tertiary,no,soso,yes,no,no
young,student,single,secondary,no,soso,no,no,no
middle,technician,single,secondary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,yes,no
preold,technician,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,yes,no
middle,management,married,tertiary,no,ok,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,yes
middle,blue-collar,married,secondary,no,soso,yes,no,no
old,retired,divorced,secondary,no,soso,no,no,no
young,admin.,single,tertiary,no,soso,yes,no,no
middle,management,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,bad,yes,no,no
middle,technician,divorced,secondary,no,soso,yes,no,no
middle,services,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
young,admin.,married,secondary,no,soso,yes,no,no
young,services,divorced,secondary,no,soso,yes,yes,no
preold,services,married,primary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
young,management,single,tertiary,no,soso,yes,no,no
middle,services,married,unknown,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,yes,no
young,technician,single,tertiary,no,soso,yes,yes,no
young,admin.,single,tertiary,no,soso,yes,no,no
middle,admin.,married,primary,no,bad,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
preold,technician,married,primary,no,soso,yes,yes,no
middle,admin.,single,secondary,no,soso,yes,yes,no
preold,blue-collar,married,primary,no,soso,yes,yes,no
middle,blue-collar,single,secondary,no,bad,yes,no,no
middle,technician,divorced,primary,no,bad,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
young,unemployed,single,tertiary,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
middle,technician,single,secondary,no,ok,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
preold,entrepreneur,married,tertiary,no,soso,no,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,yes,no
preold,technician,married,tertiary,no,soso,yes,yes,no
young,technician,single,tertiary,no,soso,yes,yes,no
middle,technician,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,bad,yes,yes,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,bad,yes,no,no
middle,services,married,secondary,no,bad,yes,no,no
middle,technician,single,secondary,no,ok,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,technician,single,tertiary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,ok,yes,yes,no
preold,management,married,tertiary,no,soso,yes,no,no
preold,retired,married,primary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,yes
preold,services,divorced,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,ok,yes,no,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
preold,management,married,primary,yes,soso,yes,yes,no
middle,management,married,tertiary,no,soso,yes,yes,no
old,blue-collar,married,primary,no,ok,yes,no,no
preold,entrepreneur,married,unknown,no,soso,yes,no,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,bad,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
preold,self-employed,married,secondary,no,bad,yes,no,no
middle,management,divorced,tertiary,no,soso,no,no,no
middle,technician,single,secondary,no,soso,yes,no,no
young,admin.,married,secondary,no,soso,yes,yes,yes
middle,services,married,secondary,no,soso,yes,no,no
preold,technician,married,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
young,admin.,single,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,no
middle,admin.,single,tertiary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,yes,yes,no
preold,blue-collar,single,primary,no,soso,yes,no,no
